"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Code","27","306","2242362265600","78028800","28962816","17648","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --disable-color-correct-rendering --field-trial-handle=1168,6629904990641316766,6018650969472684097,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app"" --enable-sandbox --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3336 /prefetch:1 --vscode-window-config=vscode:b52c52c9-5084-4cab-8c9a-8304b7975313","System.Diagnostics.Process (Code)","Microsoft Corporation","0.921875","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8548","4",,"False","02/04/2022 06:54:09",,"16500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17648","17648","28962816","28962816","428160","428160","38559744","38559744","96202752","96202752","2250957033472","394170368","True","Idle","28962816","28962816","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","306","2242362265600","389337088","False",,,,"78028800","78028800",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.3281250","00:00:00.9218750","00:00:00.5937500","0","","True",,
"Code","27","464","2253254541312","167792640","125816832","23392","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --disable-color-correct-rendering --field-trial-handle=1168,6629904990641316766,6018650969472684097,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2516 /prefetch:1 --vscode-window-config=vscode:b52c52c9-5084-4cab-8c9a-8304b7975313","System.Diagnostics.Process (Code)","Microsoft Corporation","31.390625","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1804","4",,"False","02/04/2022 06:52:58",,"17312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23392","23392","125816832","125816832","652952","652952","206536704","206536704","234332160","234332160","2261928443904","-1519321088","True","Idle","125816832","125816832","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","464","2253254541312","-1603289088","False",,,,"167792640","167792640",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.7187500","00:00:31.3906250","00:00:28.6718750","0","","True",,
"Code","27","324","2244518768640","175214592","129921024","17752","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node --inspect-port=0 ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=extensionHost --skipWorkspaceStorageLock","System.Diagnostics.Process (Code)","Microsoft Corporation","19.296875","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7248","8",,"False","02/04/2022 06:54:23",,"17336",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17752","17752","129921024","129921024","476240","476240","183087104","183087104","230907904","230907904","2246617116672","349220864","True","Normal","129921024","129921024","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","324","2244518768640","-1749127168","False",,,,"175214592","175214592",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.4062500","00:00:19.2968750","00:00:16.8906250","0","","True",,
"Code","27","285","2238028402688","38936576","12709888","17152","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1168,6629904990641316766,6018650969472684097,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --mojo-platform-channel-handle=1920 /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","0.6875","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10084","8",,"False","02/04/2022 06:52:58",,"17912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17152","17152","12709888","12709888","462208","462208","14872576","14872576","42217472","42217472","2238088695808","410734592","True","Normal","12709888","12709888","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","285","2238028402688","350441472","False",,,,"38936576","38936576",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.2968750","00:00:00.6875000","00:00:00.3906250","0","","True",,
"Code","27","192","2242296983552","70475776","19509248","12552","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=6504","System.Diagnostics.Process (Code)","Microsoft Corporation","0.5","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8876","8",,"False","02/04/2022 06:53:21",,"20532",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12552","12552","19509248","19509248","452352","452352","22372352","22372352","77053952","77053952","2246608728064","340832256","True","Normal","19509248","19509248","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","192","2242296983552","324055040","False",,,,"70475776","70475776",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0937500","00:00:00.5000000","00:00:00.4062500","0","","True",,
"Code","27","182","2242351054848","78606336","21270528","13912","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=fileWatcher","System.Diagnostics.Process (Code)","Microsoft Corporation","0.390625","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2844","8",,"False","02/04/2022 06:54:23",,"20776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13912","13912","21270528","21270528","455312","455312","26058752","26058752","86048768","86048768","2246617116672","349220864","True","Normal","21270528","21270528","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","182","2242351054848","378126336","False",,,,"78606336","78606336",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.1562500","00:00:00.3906250","00:00:00.2343750","0","","True",,
"Code","27","336","2268177149952","88174592","95641600","22080","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=ptyHost","System.Diagnostics.Process (Code)","Microsoft Corporation","5.671875","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8284","8",,"False","02/04/2022 06:53:05",,"21084",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22080","22080","95641600","95641600","494400","494400","100495360","100495360","113319936","113319936","2272465825792","428126208","True","Normal","95641600","95641600","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","336","2268177149952","434417664","False",,,,"88174592","88174592",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.5312500","00:00:05.6718750","00:00:03.1406250","0","","True",,
"Code","27","314","2244501991424","124719104","121384960","17480","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node --inspect-port=0 ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=extensionHost --skipWorkspaceStorageLock","System.Diagnostics.Process (Code)","Microsoft Corporation","8.4375","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5712","8",,"False","02/04/2022 06:53:19",,"22960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17480","17480","121384960","121384960","476224","476224","178450432","178450432","220422144","220422144","2246617116672","349220864","True","Normal","121384960","121384960","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","314","2244501991424","-1765904384","False",,,,"124719104","124719104",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.4375000","00:00:08.4375000","00:00:07","0","","True",,
"Code","27","1064","2247004196864","99192832","58122240","44296","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","39.484375","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","11032","8",,"False","02/04/2022 06:52:57",,"23292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","44296","44296","58122240","58122240","909432","909432","85053440","85053440","130494464","130494464","2251190906880","628043776","True","Normal","58122240","58122240","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","1064","2247004196864","736301056","False",,,,"99192832","99192832",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:20.6875000","00:00:39.4843750","00:00:18.7968750","264018","● 00_Pipeline.ps1 - learnpowershell - Visual Studio Code","True",,
"Code","27","200","2242296983552","71426048","19550208","12552","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain"" --node-ipc --clientProcessId=22960","System.Diagnostics.Process (Code)","Microsoft Corporation","0.5625","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7332","8",,"False","02/04/2022 06:53:52",,"25696",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12552","12552","19550208","19550208","456448","456448","22364160","22364160","77930496","77930496","2246608728064","340832256","True","Normal","19550208","19550208","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","200","2242296983552","324055040","False",,,,"71426048","71426048",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0937500","00:00:00.5625000","00:00:00.4687500","0","","True",,
"Code","27","182","2242351030272","71680000","21598208","13912","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=fileWatcher","System.Diagnostics.Process (Code)","Microsoft Corporation","0.71875","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6128","8",,"False","02/04/2022 06:53:33",,"29652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13912","13912","21598208","21598208","455296","455296","26796032","26796032","80871424","80871424","2246617116672","349220864","True","Normal","21598208","21598208","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","182","2242351030272","378101760","False",,,,"71680000","71680000",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.2656250","00:00:00.7187500","00:00:00.4531250","0","","True",,
"Code","27","467","2253250871296","160829440","121909248","22344","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=renderer --disable-color-correct-rendering --field-trial-handle=1168,6629904990641316766,6018650969472684097,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app"" --no-sandbox --no-zygote --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2648 /prefetch:1 --vscode-window-config=vscode:12bf4bfc-ab77-452e-83a8-a5c09143f6b4","System.Diagnostics.Process (Code)","Microsoft Corporation","30.609375","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6140","4",,"False","02/04/2022 06:52:58",,"29732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22344","22344","121909248","121909248","651160","651160","186773504","186773504","220819456","220819456","2257651625984","-1501171712","True","Idle","121909248","121909248","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","467","2253250871296","-1606959104","False",,,,"160829440","160829440",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.5312500","00:00:30.6093750","00:00:28.0781250","0","","True",,
"Code","27","182","2242350989312","68841472","21598208","13912","C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --ms-enable-electron-run-as-node ""c:\Users\nasa_unicodata\AppData\Local\Programs\Microsoft VS Code\resources\app\out\bootstrap-fork"" --type=fileWatcher","System.Diagnostics.Process (Code)","Microsoft Corporation","0.78125","1.65.2","1.65.2","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9356","8",,"False","02/04/2022 06:53:08",,"32880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13912","13912","21598208","21598208","455296","455296","27021312","27021312","78643200","78643200","2246608728064","340832256","True","Normal","21598208","21598208","Code","4095","27",,"System.Diagnostics.ProcessThreadCollection","182","2242350989312","378060800","False",,,,"68841472","68841472",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.3437500","00:00:00.7812500","00:00:00.4375000","0","","True",,
